resultDept,pbot15,hiCC,extraTxt 2,extraTxt 3,extraTxt 4,extraTxt 5,extraTxt 6,extraTxt 7,extraTxt 8,headerSect 3,colCode,weekDay,dayInfo,dayInfo 2,dayInfo 3,weekDay 2,dayInfo 4,dayInfo 5,dayInfo 6,weekDay 3,weekDay href,weekDay 4,weekDay href 2,colInst,colAvail,numCurr,numTot,numWait,onlineMeeting,weekDay 5,legendControl 2,legendControl 3,enConDesc,enConList,enConList 2,headerSect 8,headerSect 9,headerSect 10,headerSect 11,headerSect 12,headerSect 13,headerSect 14,colCode 2,colInst 2,colAvail 2,numCurr 2,numTot 2,numWait 2,onlineMeeting 2,legendControl 4,legendControl 5,enConDesc 2,headerSect 15,headerSect 16,headerSect 17,headerSect 18,headerSect 19,headerSect 20,headerSect 21,colCode 3,weekDay 6,dayInfo 7,dayInfo 8,dayInfo 9,colInst 3,colAvail 3,numCurr 3,numTot 3,numWait 3,onlineMeeting 3,legendControl 6,legendControl 7,enConDesc 3,enConList 3,extraTxt 12,weekDay 7,weekDay href 3,extraTxt 13,alignC,enConList 4
COMPG,Intermediate Financial Accounting I,RSM220H1-S,"Foundations of financial reporting and analysis in Canada. Financial accounting topics are covered at an intermediate level, including both conceptual and technical aspects. Not eligible for CR/NCR option. Contact Rotman Commerce for details.",RSM219H1; Completion of the Rotman Commerce Guaranteed Admission requirements.,Prerequisite:,Social Science,Distribution Requirement:,,,Room,LEC0101,Tuesday,—,15:00,17:00,,,,,OI 4422,https://map.utoronto.ca/?id=1809#!m/494563,,,"Kwan, A.",of  available,12,40,Yes: 0 student,In Person,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Rotman Commerce   (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLA,Intermediate Russian,SLA220Y1-Y,"Continuation of development of proficiency in speaking, reading, listening and writing. Review the basic and learning of new grammatical and syntactical structures, study of word formation and acquisition of active vocabulary. Reading of classical, contemporary, adapted, and non-adapted literary and mass-media texts. Culture and listening through animation.",SLA101H1,Prerequisite:,"native speakers of Russian, heritage speakers of Russian (unless permitted by the instructor); SLA210H1",Exclusion:,Humanities,Distribution Requirement:,,LEC0101,Monday,—,10:00,12:00,Wednesday,—,10:00,12:00,TF 202,https://map.utoronto.ca/?id=1809#!m/494581,TF 202,https://map.utoronto.ca/?id=1809#!m/494581,"Lachine, A.",of  available,19,30,Yes: 0 student,In Person,TF 202,,,,,,Activity,Time,,Instructor(s),Space Availability,Wait List,Status / Notes,LEC5101,"Dzhyoyeva, M.",of  available,23,30,Yes: 0 student,In Person,,,,,,,,,,,,Friday,—,10:00,11:00,,,,,,,,,,,Creative and Cultural Representations (1),TF 202,https://map.utoronto.ca/?id=1809#!m/494581,Breadth Requirement:,,
COMPG,Intermediate Financial Accounting II,RSM221H1-F,Covers topics such as income statement and balance sheet topics with an emphasis on quality of earnings. Not eligible for CR/NCR option. Contact Rotman Commerce for details.,RSM220H1,Prerequisite:,Social Science,Distribution Requirement:,,,Room,LEC0101,Thursday,—,10:00,12:00,,,,,NF 119,https://map.utoronto.ca/?id=1809#!m/494600,,,"Palancz, E.",of  available,27,50,Yes: 0 student,In Person,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Rotman Commerce   (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPG,Intermediate Financial Accounting II,RSM221H1-S,Covers topics such as income statement and balance sheet topics with an emphasis on quality of earnings. Not eligible for CR/NCR option. Contact Rotman Commerce for details.,RSM220H1,Prerequisite:,Social Science,Distribution Requirement:,,,Room,LEC0101,Wednesday,—,13:00,15:00,Wednesday,—,15:00,17:00,RT 142,https://map.utoronto.ca/?id=1809#!m/494538,RT 142,https://map.utoronto.ca/?id=1809#!m/494538,"Zhang, P.",of  available,0,50,Yes: 3 students,In Person,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Rotman Commerce   (Faculty of Arts and Science),Rotman Commerce   (Faculty of Arts and Science),Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0201,"Zhang, P.",of  available,33,50,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0301,Thursday,—,13:00,15:00,"Zhang, P.",of  available,0,50,Yes: 3 students,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Rotman Commerce   (Faculty of Arts and Science),,WO 20,https://map.utoronto.ca/?id=1809#!m/494558,,,Rotman Commerce   (Faculty of Arts and Science)
COMPG,Management Accounting I,RSM222H1-F,"Covers the conceptual and analytical foundations of management accounting and the applications of cost accounting information. Costing and control concepts are analyzed to equip students with tools for establishing costing systems, making business decisions, and evaluating management performance. Materials are designed to help students understand strategic cost management principles. Not eligible for CR/NCR option. Contact Rotman Commerce for details.",RSM219H1; Completion of the Rotman Commerce Guaranteed Admission requirements.,Prerequisite:,Social Science,Distribution Requirement:,,,Room,LEC0101,Monday,—,11:00,13:00,Monday,—,13:00,15:00,WO 35,https://map.utoronto.ca/?id=1809#!m/494558,WO 35,https://map.utoronto.ca/?id=1809#!m/494558,"Lu, H.",of  available,0,56,Yes: 0 student,In Person,UC 52,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Rotman Commerce   (Faculty of Arts and Science),Rotman Commerce   (Faculty of Arts and Science),Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0201,"Lu, H.",of  available,0,56,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0202,Monday,—,13:00,15:00,"Kim, D.",of  available,0,58,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Rotman Commerce   (Faculty of Arts and Science),,WO 30,https://map.utoronto.ca/?id=1809#!m/494558,,—,Rotman Commerce   (Faculty of Arts and Science)
COMPG,Management Accounting I,RSM222H1-S,"Covers the conceptual and analytical foundations of management accounting and the applications of cost accounting information. Costing and control concepts are analyzed to equip students with tools for establishing costing systems, making business decisions, and evaluating management performance. Materials are designed to help students understand strategic cost management principles. Not eligible for CR/NCR option. Contact Rotman Commerce for details.",RSM219H1; Completion of the Rotman Commerce Guaranteed Admission requirements.,Prerequisite:,Social Science,Distribution Requirement:,,,Room,LEC0101,Tuesday,—,09:00,11:00,Tuesday,—,11:00,13:00,WO 35,https://map.utoronto.ca/?id=1809#!m/494558,WO 35,https://map.utoronto.ca/?id=1809#!m/494558,"Shin, J.",of  available,0,53,Yes: 26 students,In Person,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Rotman Commerce   (Faculty of Arts and Science),Rotman Commerce   (Faculty of Arts and Science),Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0201,"Shin, J.",of  available,0,53,Yes: 19 students,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0301,Tuesday,—,15:00,17:00,"Shin, J.",of  available,0,53,Yes: 39 students,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Rotman Commerce   (Faculty of Arts and Science),,WO 35,https://map.utoronto.ca/?id=1809#!m/494558,,,
SLA,"Culture, Society and Politics of the Nordic Region",FIN225H1-F,"An introduction to the culture, society and politics of the Nordic region with a focus on Finland, Sweden and Estonia, and including other countries of the Baltic sea region. An overview of the evolution of culture and society, as well as historical and political developments, demonstrating how interactions between these two spheres have shaped life in the region today.",Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,,,Room,LEC0101,Thursday,—,12:00,14:00,,,,,BA 2145,https://map.utoronto.ca/?id=1809#!m/494470,,,"Muhonen, A.",of  available,22,40,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPG,Legal Environment of Business I,RSM225H1-F,"Introduces students to the Canadian legal system as it relates to business entities. The course focuses on general legal concepts, including sources of law and the court structure; business entity law (including corporate law); commercial law (contract) as well as the law of torts. Not eligible for CR/NCR option. Contact Rotman Commerce for details.",Completion of the Rotman Commerce Guaranteed Admission requirements.,Prerequisite:,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,Room,LEC5101,Monday,—,19:00,21:00,Wednesday,—,19:00,21:00,WO 25,https://map.utoronto.ca/?id=1809#!m/494558,WO 30,https://map.utoronto.ca/?id=1809#!m/494558,"Sahni, R.",of  available,0,55,Yes: 0 student,In Person,—,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Rotman Commerce   (Faculty of Arts and Science),Rotman Commerce   (Faculty of Arts and Science),Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC5201,"Shear, D.",of  available,0,58,Yes: 0 student,Online - Synchronous,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC5301,Thursday,—,18:30,20:30,"Seidman, J.",of  available,19,58,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Rotman Commerce   (Faculty of Arts and Science),,,,,,
COMPG,Legal Environment of Business I,RSM225H1-S,"Introduces students to the Canadian legal system as it relates to business entities. The course focuses on general legal concepts, including sources of law and the court structure; business entity law (including corporate law); commercial law (contract) as well as the law of torts. Not eligible for CR/NCR option. Contact Rotman Commerce for details.",Completion of the Rotman Commerce Guaranteed Admission requirements.,Prerequisite:,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,Room,LEC5101,Monday,—,18:00,20:00,Tuesday,—,19:00,21:00,WO 20,https://map.utoronto.ca/?id=1809#!m/494558,WO 25,https://map.utoronto.ca/?id=1809#!m/494558,,of  available,0,56,Yes: 3 students,In Person,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Rotman Commerce   (Faculty of Arts and Science),Rotman Commerce   (Faculty of Arts and Science),Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC5201,,of  available,0,52,Yes: 1 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC5301,Wednesday,—,18:00,20:00,,of  available,0,53,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Rotman Commerce   (Faculty of Arts and Science),,WO 35,https://map.utoronto.ca/?id=1809#!m/494558,,—,Rotman Commerce   (Faculty of Arts and Science)
SLA,Film and Ethics: Polish Cinema,SLA226H1-S,"The Polish School in cinema, its predecessors and successors, their artistic accomplishments, major theoretical and thematic concerns, and their place on the map of European cinema. Films of Ford, Wajda, Polanski, Konwicki, Borowczyk, Has, Kawalerowicz, Zanussi, Kieslowski, and of the new generation of Polish film makers. Films and discussions in English. (Offered every three years)",Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,,,Room,LEC0101,Tuesday,—,12:00,14:00,,,,,TF 101,https://map.utoronto.ca/?id=1809#!m/494581,,,"Jezyk, A.",of  available,38,45,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLA,South Slavic Literature,SLA227H1-S,"A survey of the most significant twentieth-century novels from Croatia, Serbia and Bosnia through a chronological selection of literary texts (poems, plays, novels) from the eighteenth to the twentieth century. The course places South Slavic literary developments within the broader context of European intellectual history as well as Balkan cultural and political life. Taught in English, all readings in English.",Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,,,Room,LEC0101,Thursday,—,10:00,12:00,,,,,AH 306,https://map.utoronto.ca/?id=1809#!m/494578,,,,of  available,23,25,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,
COMPG,Financial Markets,RSM230H1-F,"Introduction to Canadian and international financial markets. This course provides an overview of the major financial institutions, financial markets, financial securities, and an introduction to valuation and trading of securities. Securities discussed include stocks and bonds, as well as some content on derivatives. Not eligible for CR/NCR option. Contact Rotman Commerce for details.",Note: This course is normally taken in first year.,Distribution Requirement:,Social Science,Breadth Requirement:,Society and its Institutions (3),,Room,LEC0101,Thursday,—,12:00,14:00,,,,,WI 1016,https://map.utoronto.ca/?id=1809#!m/494503,,,"Stapleton, M.",of  available,94,150,Yes: 0 student,In Person,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Year 2   Rotman Commerce   (Faculty of Arts and Science),Year 3   Rotman Commerce   (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Year 4   Rotman Commerce   (Faculty of Arts and Science),,,,,,
COMPG,Financial Markets,RSM230H1-S,"Introduction to Canadian and international financial markets. This course provides an overview of the major financial institutions, financial markets, financial securities, and an introduction to valuation and trading of securities. Securities discussed include stocks and bonds, as well as some content on derivatives. Not eligible for CR/NCR option. Contact Rotman Commerce for details.",Note: This course is normally taken in first year.,Distribution Requirement:,Social Science,Breadth Requirement:,Society and its Institutions (3),,Room,LEC0101,Tuesday,—,09:00,11:00,Tuesday,—,13:00,15:00,BT 101,https://map.utoronto.ca/?id=1809#!m/494605,BT 101,https://map.utoronto.ca/?id=1809#!m/494605,"Goldreich, D.",of  available,0,350,Yes: 1 student,In Person,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Year 1   Rotman Commerce   (Faculty of Arts and Science),Year 1 COMMERCE     (Faculty of Arts and Science),Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0201,"Goldreich, D.",of  available,0,300,Yes: 4 students,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0301,Tuesday,—,16:00,18:00,"Goldreich, D.",of  available,59,300,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Year 1   Rotman Commerce   (Faculty of Arts and Science),,BT 101,https://map.utoronto.ca/?id=1809#!m/494605,,,Year 1 COMMERCE     (Faculty of Arts and Science)
